source_debit_note_number,dest_tenant,source_tenant,cancelInvoiceQuery
DR0224-25A000056,th223,th224,UPDATE th223.inward_invoice SET status = 'CANCELLED' WHERE id = 69521 and invoice_no = 'DR0224-25A000056' and status = 'StockHidden';
PD0406-25A000741,th223,th406,UPDATE th223.inward_invoice SET status = 'CANCELLED' WHERE id = 69110 and invoice_no = 'PD0406-25A000741' and status = 'StockHidden';
DR0224-25A000137,th223,th224,UPDATE th223.inward_invoice SET status = 'CANCELLED' WHERE id = 70502 and invoice_no = 'DR0224-25A000137' and status = 'StockHidden';
PD0406-25A000677,th223,th406,UPDATE th223.inward_invoice SET status = 'CANCELLED' WHERE id = 69056 and invoice_no = 'PD0406-25A000677' and status = 'StockHidden';
PD0205-25A002767,th223,th205,UPDATE th223.inward_invoice SET status = 'CANCELLED' WHERE id = 68641 and invoice_no = 'PD0205-25A002767' and status = 'StockHidden';
PD0406-25A000800,th205,th406,UPDATE th205.inward_invoice SET status = 'CANCELLED' WHERE id = 535339 and invoice_no = 'PD0406-25A000800' and status = 'StockHidden';
P0223-25A0000007,th427,th223,UPDATE th427.inward_invoice SET status = 'CANCELLED' WHERE id = 182804 and invoice_no = 'P0223-25A0000007' and status = 'StockHidden';
U0301-25A0000010,th214,th301,UPDATE th214.inward_invoice SET status = 'CANCELLED' WHERE id = 1027337 and invoice_no = 'U0301-25A0000010' and status = 'StockHidden';
DR0224-25A000496,th427,th224,UPDATE th427.inward_invoice SET status = 'CANCELLED' WHERE id = 180563 and invoice_no = 'DR0224-25A000496' and status = 'StockHidden';
DR0406-25A000019,th214,th406,UPDATE th214.inward_invoice SET status = 'CANCELLED' WHERE id = 1038533 and invoice_no = 'DR0406-25A000019' and status = 'StockHidden';
PD0407-25A000586,th223,th407,UPDATE th223.inward_invoice SET status = 'CANCELLED' WHERE id = 69259 and invoice_no = 'PD0407-25A000586' and status = 'StockHidden';
DR0407-25A000029,th224,th407,UPDATE th224.inward_invoice SET status = 'CANCELLED' WHERE id = 933693 and invoice_no = 'DR0407-25A000029' and status = 'StockHidden';
PD0407-25A000585,th223,th407,UPDATE th223.inward_invoice SET status = 'CANCELLED' WHERE id = 69258 and invoice_no = 'PD0407-25A000585' and status = 'StockHidden';
DR0428-25A000069,th223,th428,UPDATE th223.inward_invoice SET status = 'CANCELLED' WHERE id = 70294 and invoice_no = 'DR0428-25A000069' and status = 'StockHidden';
PD0224-25A004795,th223,th224,UPDATE th223.inward_invoice SET status = 'CANCELLED' WHERE id = 69140 and invoice_no = 'PD0224-25A004795' and status = 'StockHidden';
PD0425-25A002051,th223,th425,UPDATE th223.inward_invoice SET status = 'CANCELLED' WHERE id = 70178 and invoice_no = 'PD0425-25A002051' and status = 'StockHidden';
U0224-25A0000013,th223,th224,UPDATE th223.inward_invoice SET status = 'CANCELLED' WHERE id = 68946 and invoice_no = 'U0224-25A0000013' and status = 'StockHidden';
DR0428-25A000058,th223,th428,UPDATE th223.inward_invoice SET status = 'CANCELLED' WHERE id = 69643 and invoice_no = 'DR0428-25A000058' and status = 'StockHidden';
PD0224-25A003952,th223,th224,UPDATE th223.inward_invoice SET status = 'CANCELLED' WHERE id = 68386 and invoice_no = 'PD0224-25A003952' and status = 'StockHidden';
PD0205-25A002884,th223,th205,UPDATE th223.inward_invoice SET status = 'CANCELLED' WHERE id = 68857 and invoice_no = 'PD0205-25A002884' and status = 'StockHidden';
DR0429-25A001154,th435,th429,UPDATE th435.inward_invoice SET status = 'CANCELLED' WHERE id = 64144 and invoice_no = 'DR0429-25A001154' and status = 'StockHidden';
DR0301-25A000011,th214,th301,UPDATE th214.inward_invoice SET status = 'CANCELLED' WHERE id = 1042024 and invoice_no = 'DR0301-25A000011' and status = 'StockHidden';
P0223-25A0000002,th427,th223,UPDATE th427.inward_invoice SET status = 'CANCELLED' WHERE id = 180428 and invoice_no = 'P0223-25A0000002' and status = 'StockHidden';
U0301-25A0000014,th214,th301,UPDATE th214.inward_invoice SET status = 'CANCELLED' WHERE id = 1028824 and invoice_no = 'U0301-25A0000014' and status = 'StockHidden';
PD0205-25A002714,th214,th205,UPDATE th214.inward_invoice SET status = 'CANCELLED' WHERE id = 1039026 and invoice_no = 'PD0205-25A002714' and status = 'StockHidden';
DR0224-25A000114,th223,th224,UPDATE th223.inward_invoice SET status = 'CANCELLED' WHERE id = 70448 and invoice_no = 'DR0224-25A000114' and status = 'StockHidden';
DR0428-25A000041,th223,th428,UPDATE th223.inward_invoice SET status = 'CANCELLED' WHERE id = 69599 and invoice_no = 'DR0428-25A000041' and status = 'StockHidden';
PD0224-25A004805,th223,th224,UPDATE th223.inward_invoice SET status = 'CANCELLED' WHERE id = 69172 and invoice_no = 'PD0224-25A004805' and status = 'StockHidden';
DR0205-25A000006,th223,th205,UPDATE th223.inward_invoice SET status = 'CANCELLED' WHERE id = 69437 and invoice_no = 'DR0205-25A000006' and status = 'StockHidden';
P0213-25A0000008,th429,th213,UPDATE th429.inward_invoice SET status = 'CANCELLED' WHERE id = 140274 and invoice_no = 'P0213-25A0000008' and status = 'StockHidden';
P0224-25A0000096,th223,th224,UPDATE th223.inward_invoice SET status = 'CANCELLED' WHERE id = 69515 and invoice_no = 'P0224-25A0000096' and status = 'StockHidden';
DR0214-25A002941,th435,th214,UPDATE th435.inward_invoice SET status = 'CANCELLED' WHERE id = 63384 and invoice_no = 'DR0214-25A002941' and status = 'StockHidden';
DR0428-25A000034,th223,th428,UPDATE th223.inward_invoice SET status = 'CANCELLED' WHERE id = 69596 and invoice_no = 'DR0428-25A000034' and status = 'StockHidden';
U0301-25A0000006,th214,th301,UPDATE th214.inward_invoice SET status = 'CANCELLED' WHERE id = 1027289 and invoice_no = 'U0301-25A0000006' and status = 'StockHidden';
DR0205-25A000002,th223,th205,UPDATE th223.inward_invoice SET status = 'CANCELLED' WHERE id = 69433 and invoice_no = 'DR0205-25A000002' and status = 'StockHidden';
P0410-25A0000104,th411,th410,UPDATE th411.inward_invoice SET status = 'CANCELLED' WHERE id = 199909 and invoice_no = 'P0410-25A0000104' and status = 'StockHidden';
DR0428-25A000066,th223,th428,UPDATE th223.inward_invoice SET status = 'CANCELLED' WHERE id = 70289 and invoice_no = 'DR0428-25A000066' and status = 'StockHidden';
U0224-25A0000016,th223,th224,UPDATE th223.inward_invoice SET status = 'CANCELLED' WHERE id = 68961 and invoice_no = 'U0224-25A0000016' and status = 'StockHidden';
PD0406-25A000676,th223,th406,UPDATE th223.inward_invoice SET status = 'CANCELLED' WHERE id = 69054 and invoice_no = 'PD0406-25A000676' and status = 'StockHidden';
PD0405-25A000393,th223,th405,UPDATE th223.inward_invoice SET status = 'CANCELLED' WHERE id = 68651 and invoice_no = 'PD0405-25A000393' and status = 'StockHidden';
PD0406-25A000503,th223,th406,UPDATE th223.inward_invoice SET status = 'CANCELLED' WHERE id = 68470 and invoice_no = 'PD0406-25A000503' and status = 'StockHidden';
DR0205-25A000012,th223,th205,UPDATE th223.inward_invoice SET status = 'CANCELLED' WHERE id = 69444 and invoice_no = 'DR0205-25A000012' and status = 'StockHidden';
DR0406-25A000010,th223,th406,UPDATE th223.inward_invoice SET status = 'CANCELLED' WHERE id = 69613 and invoice_no = 'DR0406-25A000010' and status = 'StockHidden';
U0224-25A0000079,th223,th224,UPDATE th223.inward_invoice SET status = 'CANCELLED' WHERE id = 69529 and invoice_no = 'U0224-25A0000079' and status = 'StockHidden';
PD0406-25A000806,th214,th406,UPDATE th214.inward_invoice SET status = 'CANCELLED' WHERE id = 1031251 and invoice_no = 'PD0406-25A000806' and status = 'StockHidden';
DR0224-25A000008,th223,th224,UPDATE th223.inward_invoice SET status = 'CANCELLED' WHERE id = 69481 and invoice_no = 'DR0224-25A000008' and status = 'StockHidden';
DR0224-25A000004,th223,th224,UPDATE th223.inward_invoice SET status = 'CANCELLED' WHERE id = 69429 and invoice_no = 'DR0224-25A000004' and status = 'StockHidden';
U0301-25A0000025,th214,th301,UPDATE th214.inward_invoice SET status = 'CANCELLED' WHERE id = 1031608 and invoice_no = 'U0301-25A0000025' and status = 'StockHidden';
PD0224-25A004165,th223,th224,UPDATE th223.inward_invoice SET status = 'CANCELLED' WHERE id = 68465 and invoice_no = 'PD0224-25A004165' and status = 'StockHidden';
PD0406-25A000598,th223,th406,UPDATE th223.inward_invoice SET status = 'CANCELLED' WHERE id = 68824 and invoice_no = 'PD0406-25A000598' and status = 'StockHidden';
PD0205-25A002505,th401,th205,UPDATE th401.inward_invoice SET status = 'CANCELLED' WHERE id = 50229 and invoice_no = 'PD0205-25A002505' and status = 'StockHidden';
PD0406-25A000634,th223,th406,UPDATE th223.inward_invoice SET status = 'CANCELLED' WHERE id = 68958 and invoice_no = 'PD0406-25A000634' and status = 'StockHidden';
PD0406-25A000651,th223,th406,UPDATE th223.inward_invoice SET status = 'CANCELLED' WHERE id = 68987 and invoice_no = 'PD0406-25A000651' and status = 'StockHidden';
DR0413-25A000885,th214,th413,UPDATE th214.inward_invoice SET status = 'CANCELLED' WHERE id = 1035249 and invoice_no = 'DR0413-25A000885' and status = 'StockHidden';
PD0406-25A000609,th223,th406,UPDATE th223.inward_invoice SET status = 'CANCELLED' WHERE id = 68833 and invoice_no = 'PD0406-25A000609' and status = 'StockHidden';
PD0406-25A000612,th223,th406,UPDATE th223.inward_invoice SET status = 'CANCELLED' WHERE id = 68954 and invoice_no = 'PD0406-25A000612' and status = 'StockHidden';
DR0428-25A000031,th223,th428,UPDATE th223.inward_invoice SET status = 'CANCELLED' WHERE id = 69591 and invoice_no = 'DR0428-25A000031' and status = 'StockHidden';
PD0406-25A000817,th223,th406,UPDATE th223.inward_invoice SET status = 'CANCELLED' WHERE id = 70054 and invoice_no = 'PD0406-25A000817' and status = 'StockHidden';
U0224-25A0000064,th223,th224,UPDATE th223.inward_invoice SET status = 'CANCELLED' WHERE id = 69490 and invoice_no = 'U0224-25A0000064' and status = 'StockHidden';
PD0406-25A000669,th205,th406,UPDATE th205.inward_invoice SET status = 'CANCELLED' WHERE id = 534136 and invoice_no = 'PD0406-25A000669' and status = 'StockHidden';
DR0428-25A000081,th223,th428,UPDATE th223.inward_invoice SET status = 'CANCELLED' WHERE id = 70307 and invoice_no = 'DR0428-25A000081' and status = 'StockHidden';
PD0405-25A000339,th223,th405,UPDATE th223.inward_invoice SET status = 'CANCELLED' WHERE id = 68579 and invoice_no = 'PD0405-25A000339' and status = 'StockHidden';
PD0405-25A000391,th223,th405,UPDATE th223.inward_invoice SET status = 'CANCELLED' WHERE id = 68650 and invoice_no = 'PD0405-25A000391' and status = 'StockHidden';
PD0224-25A003981,th223,th224,UPDATE th223.inward_invoice SET status = 'CANCELLED' WHERE id = 68405 and invoice_no = 'PD0224-25A003981' and status = 'StockHidden';
U0224-25A0000070,th223,th224,UPDATE th223.inward_invoice SET status = 'CANCELLED' WHERE id = 70231 and invoice_no = 'U0224-25A0000070' and status = 'StockHidden';
U0224-25A0000021,th223,th224,UPDATE th223.inward_invoice SET status = 'CANCELLED' WHERE id = 70215 and invoice_no = 'U0224-25A0000021' and status = 'StockHidden';
PD0224-25A004545,th223,th224,UPDATE th223.inward_invoice SET status = 'CANCELLED' WHERE id = 68997 and invoice_no = 'PD0224-25A004545' and status = 'StockHidden';
PD0408-25A000866,th430,th408,UPDATE th430.inward_invoice SET status = 'CANCELLED' WHERE id = 30188 and invoice_no = 'PD0408-25A000866' and status = 'StockHidden';
PD0224-25A004147,th223,th224,UPDATE th223.inward_invoice SET status = 'CANCELLED' WHERE id = 68458 and invoice_no = 'PD0224-25A004147' and status = 'StockHidden';
PD0224-25A003948,th223,th224,UPDATE th223.inward_invoice SET status = 'CANCELLED' WHERE id = 68379 and invoice_no = 'PD0224-25A003948' and status = 'StockHidden';
PD0406-25A000607,th223,th406,UPDATE th223.inward_invoice SET status = 'CANCELLED' WHERE id = 68831 and invoice_no = 'PD0406-25A000607' and status = 'StockHidden';
U0224-25A0000035,th223,th224,UPDATE th223.inward_invoice SET status = 'CANCELLED' WHERE id = 70222 and invoice_no = 'U0224-25A0000035' and status = 'StockHidden';
P0402-25A0000084,th411,th402,UPDATE th411.inward_invoice SET status = 'CANCELLED' WHERE id = 195092 and invoice_no = 'P0402-25A0000084' and status = 'StockHidden';
PD0205-25A002475,th223,th205,UPDATE th223.inward_invoice SET status = 'CANCELLED' WHERE id = 68498 and invoice_no = 'PD0205-25A002475' and status = 'StockHidden';
DR0224-25A000155,th223,th224,UPDATE th223.inward_invoice SET status = 'CANCELLED' WHERE id = 70597 and invoice_no = 'DR0224-25A000155' and status = 'StockHidden';
PD0224-25A004146,th223,th224,UPDATE th223.inward_invoice SET status = 'CANCELLED' WHERE id = 68456 and invoice_no = 'PD0224-25A004146' and status = 'StockHidden';
DR0421-25A000007,th435,th421,UPDATE th435.inward_invoice SET status = 'CANCELLED' WHERE id = 60149 and invoice_no = 'DR0421-25A000007' and status = 'StockHidden';
U0224-25A0000022,th223,th224,UPDATE th223.inward_invoice SET status = 'CANCELLED' WHERE id = 70216 and invoice_no = 'U0224-25A0000022' and status = 'StockHidden';
DR0429-25A001155,th435,th429,UPDATE th435.inward_invoice SET status = 'CANCELLED' WHERE id = 64145 and invoice_no = 'DR0429-25A001155' and status = 'StockHidden';
DR0301-25A000006,th214,th301,UPDATE th214.inward_invoice SET status = 'CANCELLED' WHERE id = 1041626 and invoice_no = 'DR0301-25A000006' and status = 'StockHidden';
U0224-25A0000058,th223,th224,UPDATE th223.inward_invoice SET status = 'CANCELLED' WHERE id = 69421 and invoice_no = 'U0224-25A0000058' and status = 'StockHidden';
DR0413-25A000988,th214,th413,UPDATE th214.inward_invoice SET status = 'CANCELLED' WHERE id = 1042842 and invoice_no = 'DR0413-25A000988' and status = 'StockHidden';
PD0425-25A002002,th223,th425,UPDATE th223.inward_invoice SET status = 'CANCELLED' WHERE id = 70175 and invoice_no = 'PD0425-25A002002' and status = 'StockHidden';
DR0401-25A000030,th427,th401,UPDATE th427.inward_invoice SET status = 'CANCELLED' WHERE id = 180001 and invoice_no = 'DR0401-25A000030' and status = 'StockHidden';
DR0428-25A000068,th223,th428,UPDATE th223.inward_invoice SET status = 'CANCELLED' WHERE id = 70290 and invoice_no = 'DR0428-25A000068' and status = 'StockHidden';
U0417-25A0000001,th430,th417,UPDATE th430.inward_invoice SET status = 'CANCELLED' WHERE id = 30167 and invoice_no = 'U0417-25A0000001' and status = 'StockHidden';
PD0224-25A004256,th223,th224,UPDATE th223.inward_invoice SET status = 'CANCELLED' WHERE id = 68589 and invoice_no = 'PD0224-25A004256' and status = 'StockHidden';
DR0425-25A000045,th223,th425,UPDATE th223.inward_invoice SET status = 'CANCELLED' WHERE id = 70583 and invoice_no = 'DR0425-25A000045' and status = 'StockHidden';
U0413-25A0000014,th214,th413,UPDATE th214.inward_invoice SET status = 'CANCELLED' WHERE id = 1027981 and invoice_no = 'U0413-25A0000014' and status = 'StockHidden';
PD0224-25A004572,th223,th224,UPDATE th223.inward_invoice SET status = 'CANCELLED' WHERE id = 70208 and invoice_no = 'PD0224-25A004572' and status = 'StockHidden';
DR0214-25A004076,th205,th214,UPDATE th205.inward_invoice SET status = 'CANCELLED' WHERE id = 553635 and invoice_no = 'DR0214-25A004076' and status = 'StockHidden';
DR0428-25A000019,th223,th428,UPDATE th223.inward_invoice SET status = 'CANCELLED' WHERE id = 69562 and invoice_no = 'DR0428-25A000019' and status = 'StockHidden';
DR0224-25A000132,th223,th224,UPDATE th223.inward_invoice SET status = 'CANCELLED' WHERE id = 70494 and invoice_no = 'DR0224-25A000132' and status = 'StockHidden';
PD0406-25A000642,th223,th406,UPDATE th223.inward_invoice SET status = 'CANCELLED' WHERE id = 68984 and invoice_no = 'PD0406-25A000642' and status = 'StockHidden';
U0224-25A0000081,th223,th224,UPDATE th223.inward_invoice SET status = 'CANCELLED' WHERE id = 69538 and invoice_no = 'U0224-25A0000081' and status = 'StockHidden';
DR0428-25A000055,th223,th428,UPDATE th223.inward_invoice SET status = 'CANCELLED' WHERE id = 69637 and invoice_no = 'DR0428-25A000055' and status = 'StockHidden';
PD0224-25A004802,th223,th224,UPDATE th223.inward_invoice SET status = 'CANCELLED' WHERE id = 69163 and invoice_no = 'PD0224-25A004802' and status = 'StockHidden';
PD0408-25A000857,th401,th408,UPDATE th401.inward_invoice SET status = 'CANCELLED' WHERE id = 50063 and invoice_no = 'PD0408-25A000857' and status = 'StockHidden';
DR0411-25A000027,th402,th411,UPDATE th402.inward_invoice SET status = 'CANCELLED' WHERE id = 220700 and invoice_no = 'DR0411-25A000027' and status = 'StockHidden';
U0224-25A0000015,th223,th224,UPDATE th223.inward_invoice SET status = 'CANCELLED' WHERE id = 68960 and invoice_no = 'U0224-25A0000015' and status = 'StockHidden';
PD0425-25A001946,th223,th425,UPDATE th223.inward_invoice SET status = 'CANCELLED' WHERE id = 70171 and invoice_no = 'PD0425-25A001946' and status = 'StockHidden';
DR0224-25A000735,th406,th224,UPDATE th406.inward_invoice SET status = 'CANCELLED' WHERE id = 35864 and invoice_no = 'DR0224-25A000735' and status = 'StockHidden';
PD0425-25A002043,th223,th425,UPDATE th223.inward_invoice SET status = 'CANCELLED' WHERE id = 70177 and invoice_no = 'PD0425-25A002043' and status = 'StockHidden';
PD0406-25A000600,th223,th406,UPDATE th223.inward_invoice SET status = 'CANCELLED' WHERE id = 68827 and invoice_no = 'PD0406-25A000600' and status = 'StockHidden';
PD0205-25A003111,th223,th205,UPDATE th223.inward_invoice SET status = 'CANCELLED' WHERE id = 69177 and invoice_no = 'PD0205-25A003111' and status = 'StockHidden';
PD0205-25A003110,th223,th205,UPDATE th223.inward_invoice SET status = 'CANCELLED' WHERE id = 69176 and invoice_no = 'PD0205-25A003110' and status = 'StockHidden';
PD0406-25A000499,th223,th406,UPDATE th223.inward_invoice SET status = 'CANCELLED' WHERE id = 68462 and invoice_no = 'PD0406-25A000499' and status = 'StockHidden';
DR0224-25A000009,th223,th224,UPDATE th223.inward_invoice SET status = 'CANCELLED' WHERE id = 69485 and invoice_no = 'DR0224-25A000009' and status = 'StockHidden';
DR0214-25A002965,th429,th214,UPDATE th429.inward_invoice SET status = 'CANCELLED' WHERE id = 138877 and invoice_no = 'DR0214-25A002965' and status = 'StockHidden';
PD0214-25A006062,th223,th214,UPDATE th223.inward_invoice SET status = 'CANCELLED' WHERE id = 68811 and invoice_no = 'PD0214-25A006062' and status = 'StockHidden';
PD0406-25A000491,th205,th406,UPDATE th205.inward_invoice SET status = 'CANCELLED' WHERE id = 531697 and invoice_no = 'PD0406-25A000491' and status = 'StockHidden';
DR0429-25A001150,th214,th429,UPDATE th214.inward_invoice SET status = 'CANCELLED' WHERE id = 1076145 and invoice_no = 'DR0429-25A001150' and status = 'StockHidden';
PD0205-25A002764,th223,th205,UPDATE th223.inward_invoice SET status = 'CANCELLED' WHERE id = 68638 and invoice_no = 'PD0205-25A002764' and status = 'StockHidden';
P0213-25A0000061,th429,th213,UPDATE th429.inward_invoice SET status = 'CANCELLED' WHERE id = 141422 and invoice_no = 'P0213-25A0000061' and status = 'StockHidden';
U0413-25A0000046,th214,th413,UPDATE th214.inward_invoice SET status = 'CANCELLED' WHERE id = 1035270 and invoice_no = 'U0413-25A0000046' and status = 'StockHidden';
DR0413-25A000905,th435,th413,UPDATE th435.inward_invoice SET status = 'CANCELLED' WHERE id = 61640 and invoice_no = 'DR0413-25A000905' and status = 'StockHidden';
PD0224-25A004525,th223,th224,UPDATE th223.inward_invoice SET status = 'CANCELLED' WHERE id = 68969 and invoice_no = 'PD0224-25A004525' and status = 'StockHidden';
PD0428-25A001375,th223,th428,UPDATE th223.inward_invoice SET status = 'CANCELLED' WHERE id = 69079 and invoice_no = 'PD0428-25A001375' and status = 'StockHidden';
DR0425-25A000157,th427,th425,UPDATE th427.inward_invoice SET status = 'CANCELLED' WHERE id = 182279 and invoice_no = 'DR0425-25A000157' and status = 'StockHidden';
PD0224-25A004138,th223,th224,UPDATE th223.inward_invoice SET status = 'CANCELLED' WHERE id = 70207 and invoice_no = 'PD0224-25A004138' and status = 'StockHidden';
U0428-25A0000043,th223,th428,UPDATE th223.inward_invoice SET status = 'CANCELLED' WHERE id = 69364 and invoice_no = 'U0428-25A0000043' and status = 'StockHidden';
PD0224-25A004560,th223,th224,UPDATE th223.inward_invoice SET status = 'CANCELLED' WHERE id = 69010 and invoice_no = 'PD0224-25A004560' and status = 'StockHidden';
PD0406-25A000613,th205,th406,UPDATE th205.inward_invoice SET status = 'CANCELLED' WHERE id = 538456 and invoice_no = 'PD0406-25A000613' and status = 'StockHidden';
PD0406-25A000693,th401,th406,UPDATE th401.inward_invoice SET status = 'CANCELLED' WHERE id = 50919 and invoice_no = 'PD0406-25A000693' and status = 'StockHidden';
DR0301-25A000005,th214,th301,UPDATE th214.inward_invoice SET status = 'CANCELLED' WHERE id = 1041624 and invoice_no = 'DR0301-25A000005' and status = 'StockHidden';
U0428-25A0000071,th223,th428,UPDATE th223.inward_invoice SET status = 'CANCELLED' WHERE id = 69483 and invoice_no = 'U0428-25A0000071' and status = 'StockHidden';
DR0213-25A000003,th435,th213,UPDATE th435.inward_invoice SET status = 'CANCELLED' WHERE id = 63683 and invoice_no = 'DR0213-25A000003' and status = 'StockHidden';
DR0425-25A000019,th223,th425,UPDATE th223.inward_invoice SET status = 'CANCELLED' WHERE id = 70454 and invoice_no = 'DR0425-25A000019' and status = 'StockHidden';
U0425-25A0000001,th223,th425,UPDATE th223.inward_invoice SET status = 'CANCELLED' WHERE id = 70179 and invoice_no = 'U0425-25A0000001' and status = 'StockHidden';
P0214-25A0001097,th429,th214,UPDATE th429.inward_invoice SET status = 'CANCELLED' WHERE id = 136080 and invoice_no = 'P0214-25A0001097' and status = 'StockHidden';
U0224-25A0000011,th223,th224,UPDATE th223.inward_invoice SET status = 'CANCELLED' WHERE id = 68928 and invoice_no = 'U0224-25A0000011' and status = 'StockHidden';
PD0405-25A000372,th214,th405,UPDATE th214.inward_invoice SET status = 'CANCELLED' WHERE id = 1025342 and invoice_no = 'PD0405-25A000372' and status = 'StockHidden';
DR0224-25A000046,th223,th224,UPDATE th223.inward_invoice SET status = 'CANCELLED' WHERE id = 69510 and invoice_no = 'DR0224-25A000046' and status = 'StockHidden';
DR0405-25A000066,th205,th405,UPDATE th205.inward_invoice SET status = 'CANCELLED' WHERE id = 555280 and invoice_no = 'DR0405-25A000066' and status = 'StockHidden';
PD0214-25A005082,th223,th214,UPDATE th223.inward_invoice SET status = 'CANCELLED' WHERE id = 68361 and invoice_no = 'PD0214-25A005082' and status = 'StockHidden';
PD0406-25A000601,th223,th406,UPDATE th223.inward_invoice SET status = 'CANCELLED' WHERE id = 68828 and invoice_no = 'PD0406-25A000601' and status = 'StockHidden';
P0428-25A0000525,th224,th428,UPDATE th224.inward_invoice SET status = 'CANCELLED' WHERE id = 923860 and invoice_no = 'P0428-25A0000525' and status = 'StockHidden';
DR0214-25A002617,th429,th214,UPDATE th429.inward_invoice SET status = 'CANCELLED' WHERE id = 138214 and invoice_no = 'DR0214-25A002617' and status = 'StockHidden';
DR0406-25A000013,th223,th406,UPDATE th223.inward_invoice SET status = 'CANCELLED' WHERE id = 69616 and invoice_no = 'DR0406-25A000013' and status = 'StockHidden';
PD0224-25A004504,th223,th224,UPDATE th223.inward_invoice SET status = 'CANCELLED' WHERE id = 68953 and invoice_no = 'PD0224-25A004504' and status = 'StockHidden';
PD0406-25A000808,th401,th406,UPDATE th401.inward_invoice SET status = 'CANCELLED' WHERE id = 51149 and invoice_no = 'PD0406-25A000808' and status = 'StockHidden';
DR0205-25A000005,th223,th205,UPDATE th223.inward_invoice SET status = 'CANCELLED' WHERE id = 69436 and invoice_no = 'DR0205-25A000005' and status = 'StockHidden';
DR0213-25A000002,th435,th213,UPDATE th435.inward_invoice SET status = 'CANCELLED' WHERE id = 63682 and invoice_no = 'DR0213-25A000002' and status = 'StockHidden';
DR0425-25A000128,th224,th425,UPDATE th224.inward_invoice SET status = 'CANCELLED' WHERE id = 933333 and invoice_no = 'DR0425-25A000128' and status = 'StockHidden';
PD0205-25A003116,th223,th205,UPDATE th223.inward_invoice SET status = 'CANCELLED' WHERE id = 69180 and invoice_no = 'PD0205-25A003116' and status = 'StockHidden';
DR0425-25A000020,th223,th425,UPDATE th223.inward_invoice SET status = 'CANCELLED' WHERE id = 70455 and invoice_no = 'DR0425-25A000020' and status = 'StockHidden';
DR0413-25A000927,th214,th413,UPDATE th214.inward_invoice SET status = 'CANCELLED' WHERE id = 1040041 and invoice_no = 'DR0413-25A000927' and status = 'StockHidden';
U0301-25A0000003,th214,th301,UPDATE th214.inward_invoice SET status = 'CANCELLED' WHERE id = 1027283 and invoice_no = 'U0301-25A0000003' and status = 'StockHidden';
PD0408-25A000841,th223,th408,UPDATE th223.inward_invoice SET status = 'CANCELLED' WHERE id = 68401 and invoice_no = 'PD0408-25A000841' and status = 'StockHidden';
DR0214-25A002964,th429,th214,UPDATE th429.inward_invoice SET status = 'CANCELLED' WHERE id = 138876 and invoice_no = 'DR0214-25A002964' and status = 'StockHidden';
