source_debit_note_number,dest_tenant,source_tenant,cancelInvoiceQuery
DR0428-25A000065,th223,th428,UPDATE th223.inward_invoice SET status = 'CANCELLED' WHERE id = 69648 and invoice_no = 'DR0428-25A000065' and status = 'StockHidden';
PD0406-25A000505,th223,th406,UPDATE th223.inward_invoice SET status = 'CANCELLED' WHERE id = 68471 and invoice_no = 'PD0406-25A000505' and status = 'StockHidden';
DR0428-25A000061,th223,th428,UPDATE th223.inward_invoice SET status = 'CANCELLED' WHERE id = 69646 and invoice_no = 'DR0428-25A000061' and status = 'StockHidden';
PD0406-25A000608,th223,th406,UPDATE th223.inward_invoice SET status = 'CANCELLED' WHERE id = 68832 and invoice_no = 'PD0406-25A000608' and status = 'StockHidden';
PD0205-25A002869,th223,th205,UPDATE th223.inward_invoice SET status = 'CANCELLED' WHERE id = 68843 and invoice_no = 'PD0205-25A002869' and status = 'StockHidden';
PD0406-25A000635,th223,th406,UPDATE th223.inward_invoice SET status = 'CANCELLED' WHERE id = 68983 and invoice_no = 'PD0406-25A000635' and status = 'StockHidden';
DR0205-25A000010,th223,th205,UPDATE th223.inward_invoice SET status = 'CANCELLED' WHERE id = 69441 and invoice_no = 'DR0205-25A000010' and status = 'StockHidden';
PD0428-25A001350,th223,th428,UPDATE th223.inward_invoice SET status = 'CANCELLED' WHERE id = 69936 and invoice_no = 'PD0428-25A001350' and status = 'StockHidden';
PD0406-25A000653,th223,th406,UPDATE th223.inward_invoice SET status = 'CANCELLED' WHERE id = 68988 and invoice_no = 'PD0406-25A000653' and status = 'StockHidden';
PD0205-25A002859,th405,th205,UPDATE th405.inward_invoice SET status = 'CANCELLED' WHERE id = 34266 and invoice_no = 'PD0205-25A002859' and status = 'StockHidden';
DR0205-25A000009,th223,th205,UPDATE th223.inward_invoice SET status = 'CANCELLED' WHERE id = 69440 and invoice_no = 'DR0205-25A000009' and status = 'StockHidden';
DR0224-25A000089,th223,th224,UPDATE th223.inward_invoice SET status = 'CANCELLED' WHERE id = 70390 and invoice_no = 'DR0224-25A000089' and status = 'StockHidden';
DR0224-25A000097,th223,th224,UPDATE th223.inward_invoice SET status = 'CANCELLED' WHERE id = 70398 and invoice_no = 'DR0224-25A000097' and status = 'StockHidden';
PD0205-25A003118,th223,th205,UPDATE th223.inward_invoice SET status = 'CANCELLED' WHERE id = 69182 and invoice_no = 'PD0205-25A003118' and status = 'StockHidden';
U0413-25A0000061,th214,th413,UPDATE th214.inward_invoice SET status = 'CANCELLED' WHERE id = 1039146 and invoice_no = 'U0413-25A0000061' and status = 'StockHidden';
PD0205-25A003115,th223,th205,UPDATE th223.inward_invoice SET status = 'CANCELLED' WHERE id = 69179 and invoice_no = 'PD0205-25A003115' and status = 'StockHidden';
DR0224-25A000035,th223,th224,UPDATE th223.inward_invoice SET status = 'CANCELLED' WHERE id = 69503 and invoice_no = 'DR0224-25A000035' and status = 'StockHidden';
DR0410-25A000022,th409,th410,UPDATE th409.inward_invoice SET status = 'CANCELLED' WHERE id = 52176 and invoice_no = 'DR0410-25A000022' and status = 'StockHidden';
PD0214-25A006066,th223,th214,UPDATE th223.inward_invoice SET status = 'CANCELLED' WHERE id = 68812 and invoice_no = 'PD0214-25A006066' and status = 'StockHidden';
PD0406-25A000599,th223,th406,UPDATE th223.inward_invoice SET status = 'CANCELLED' WHERE id = 68826 and invoice_no = 'PD0406-25A000599' and status = 'StockHidden';
PD0408-25A000836,th223,th408,UPDATE th223.inward_invoice SET status = 'CANCELLED' WHERE id = 68398 and invoice_no = 'PD0408-25A000836' and status = 'StockHidden';
PD0405-25A000404,th223,th405,UPDATE th223.inward_invoice SET status = 'CANCELLED' WHERE id = 68655 and invoice_no = 'PD0405-25A000404' and status = 'StockHidden';
DR0224-25A000063,th223,th224,UPDATE th223.inward_invoice SET status = 'CANCELLED' WHERE id = 69536 and invoice_no = 'DR0224-25A000063' and status = 'StockHidden';
DR0428-25A000052,th223,th428,UPDATE th223.inward_invoice SET status = 'CANCELLED' WHERE id = 69633 and invoice_no = 'DR0428-25A000052' and status = 'StockHidden';
PD0408-25A000831,th223,th408,UPDATE th223.inward_invoice SET status = 'CANCELLED' WHERE id = 68397 and invoice_no = 'PD0408-25A000831' and status = 'StockHidden';
PD0224-25A004804,th223,th224,UPDATE th223.inward_invoice SET status = 'CANCELLED' WHERE id = 69171 and invoice_no = 'PD0224-25A004804' and status = 'StockHidden';
PD0406-25A000593,th223,th406,UPDATE th223.inward_invoice SET status = 'CANCELLED' WHERE id = 68822 and invoice_no = 'PD0406-25A000593' and status = 'StockHidden';
PD0406-25A000537,th223,th406,UPDATE th223.inward_invoice SET status = 'CANCELLED' WHERE id = 68502 and invoice_no = 'PD0406-25A000537' and status = 'StockHidden';
U0224-25A0000076,th223,th224,UPDATE th223.inward_invoice SET status = 'CANCELLED' WHERE id = 69522 and invoice_no = 'U0224-25A0000076' and status = 'StockHidden';
U0224-25A0000046,th223,th224,UPDATE th223.inward_invoice SET status = 'CANCELLED' WHERE id = 70226 and invoice_no = 'U0224-25A0000046' and status = 'StockHidden';
PD0205-25A002881,th223,th205,UPDATE th223.inward_invoice SET status = 'CANCELLED' WHERE id = 68853 and invoice_no = 'PD0205-25A002881' and status = 'StockHidden';
PD0405-25A000335,th223,th405,UPDATE th223.inward_invoice SET status = 'CANCELLED' WHERE id = 68575 and invoice_no = 'PD0405-25A000335' and status = 'StockHidden';
PD0405-25A000338,th223,th405,UPDATE th223.inward_invoice SET status = 'CANCELLED' WHERE id = 68578 and invoice_no = 'PD0405-25A000338' and status = 'StockHidden';
DR0224-25A000044,th223,th224,UPDATE th223.inward_invoice SET status = 'CANCELLED' WHERE id = 69508 and invoice_no = 'DR0224-25A000044' and status = 'StockHidden';
PD0205-25A002717,th214,th205,UPDATE th214.inward_invoice SET status = 'CANCELLED' WHERE id = 1039029 and invoice_no = 'PD0205-25A002717' and status = 'StockHidden';
DR0214-25A002614,th429,th214,UPDATE th429.inward_invoice SET status = 'CANCELLED' WHERE id = 138208 and invoice_no = 'DR0214-25A002614' and status = 'StockHidden';
PD0224-25A005062,th223,th224,UPDATE th223.inward_invoice SET status = 'CANCELLED' WHERE id = 69418 and invoice_no = 'PD0224-25A005062' and status = 'StockHidden';
PD0413-25A003298,th214,th413,UPDATE th214.inward_invoice SET status = 'CANCELLED' WHERE id = 1030104 and invoice_no = 'PD0413-25A003298' and status = 'StockHidden';
U0224-25A0000040,th223,th224,UPDATE th223.inward_invoice SET status = 'CANCELLED' WHERE id = 69157 and invoice_no = 'U0224-25A0000040' and status = 'StockHidden';
DR0425-25A000029,th223,th425,UPDATE th223.inward_invoice SET status = 'CANCELLED' WHERE id = 70478 and invoice_no = 'DR0425-25A000029' and status = 'StockHidden';
P0224-25A0000088,th223,th224,UPDATE th223.inward_invoice SET status = 'CANCELLED' WHERE id = 70197 and invoice_no = 'P0224-25A0000088' and status = 'StockHidden';
PD0405-25A000401,th223,th405,UPDATE th223.inward_invoice SET status = 'CANCELLED' WHERE id = 68654 and invoice_no = 'PD0405-25A000401' and status = 'StockHidden';
PD0224-25A004167,th223,th224,UPDATE th223.inward_invoice SET status = 'CANCELLED' WHERE id = 68467 and invoice_no = 'PD0224-25A004167' and status = 'StockHidden';
DR0429-25A001130,th214,th429,UPDATE th214.inward_invoice SET status = 'CANCELLED' WHERE id = 1071619 and invoice_no = 'DR0429-25A001130' and status = 'StockHidden';
PD0224-25A004406,th223,th224,UPDATE th223.inward_invoice SET status = 'CANCELLED' WHERE id = 68774 and invoice_no = 'PD0224-25A004406' and status = 'StockHidden';
DR0428-25A000072,th223,th428,UPDATE th223.inward_invoice SET status = 'CANCELLED' WHERE id = 70298 and invoice_no = 'DR0428-25A000072' and status = 'StockHidden';
PD0417-25A000118,th421,th417,UPDATE th421.inward_invoice SET status = 'CANCELLED' WHERE id = 27395 and invoice_no = 'PD0417-25A000118' and status = 'StockHidden';
DR0224-25A000160,th223,th224,UPDATE th223.inward_invoice SET status = 'CANCELLED' WHERE id = 70603 and invoice_no = 'DR0224-25A000160' and status = 'StockHidden';
PD0406-25A000531,th205,th406,UPDATE th205.inward_invoice SET status = 'CANCELLED' WHERE id = 538454 and invoice_no = 'PD0406-25A000531' and status = 'StockHidden';
PD0405-25A000423,th223,th405,UPDATE th223.inward_invoice SET status = 'CANCELLED' WHERE id = 68839 and invoice_no = 'PD0405-25A000423' and status = 'StockHidden';
DR0224-25A000124,th223,th224,UPDATE th223.inward_invoice SET status = 'CANCELLED' WHERE id = 70475 and invoice_no = 'DR0224-25A000124' and status = 'StockHidden';
DR0205-25A000019,th223,th205,UPDATE th223.inward_invoice SET status = 'CANCELLED' WHERE id = 69450 and invoice_no = 'DR0205-25A000019' and status = 'StockHidden';
DR0224-25A000138,th223,th224,UPDATE th223.inward_invoice SET status = 'CANCELLED' WHERE id = 70503 and invoice_no = 'DR0224-25A000138' and status = 'StockHidden';
PD0205-25A002868,th223,th205,UPDATE th223.inward_invoice SET status = 'CANCELLED' WHERE id = 68842 and invoice_no = 'PD0205-25A002868' and status = 'StockHidden';
PD0224-25A004373,th223,th224,UPDATE th223.inward_invoice SET status = 'CANCELLED' WHERE id = 68696 and invoice_no = 'PD0224-25A004373' and status = 'StockHidden';
PD0405-25A000342,th223,th405,UPDATE th223.inward_invoice SET status = 'CANCELLED' WHERE id = 68581 and invoice_no = 'PD0405-25A000342' and status = 'StockHidden';
U0407-25A0000009,th401,th407,UPDATE th401.inward_invoice SET status = 'CANCELLED' WHERE id = 51600 and invoice_no = 'U0407-25A0000009' and status = 'StockHidden';
DR0224-25A000049,th223,th224,UPDATE th223.inward_invoice SET status = 'CANCELLED' WHERE id = 69511 and invoice_no = 'DR0224-25A000049' and status = 'StockHidden';
PD0406-25A000738,th223,th406,UPDATE th223.inward_invoice SET status = 'CANCELLED' WHERE id = 69107 and invoice_no = 'PD0406-25A000738' and status = 'StockHidden';
DR0214-25A002618,th429,th214,UPDATE th429.inward_invoice SET status = 'CANCELLED' WHERE id = 138218 and invoice_no = 'DR0214-25A002618' and status = 'StockHidden';
P0405-25A0000110,th427,th405,UPDATE th427.inward_invoice SET status = 'CANCELLED' WHERE id = 181798 and invoice_no = 'P0405-25A0000110' and status = 'StockHidden';
DR0224-25A000084,th223,th224,UPDATE th223.inward_invoice SET status = 'CANCELLED' WHERE id = 114107 and invoice_no = 'DR0224-25A000084' and status = 'StockHidden';
DR0425-25A000046,th223,th425,UPDATE th223.inward_invoice SET status = 'CANCELLED' WHERE id = 70584 and invoice_no = 'DR0425-25A000046' and status = 'StockHidden';
PD0406-25A000662,th223,th406,UPDATE th223.inward_invoice SET status = 'CANCELLED' WHERE id = 68999 and invoice_no = 'PD0406-25A000662' and status = 'StockHidden';
PD0406-25A000597,th223,th406,UPDATE th223.inward_invoice SET status = 'CANCELLED' WHERE id = 68823 and invoice_no = 'PD0406-25A000597' and status = 'StockHidden';
DR0224-25A000112,th223,th224,UPDATE th223.inward_invoice SET status = 'CANCELLED' WHERE id = 70433 and invoice_no = 'DR0224-25A000112' and status = 'StockHidden';
DR0205-25A000017,th223,th205,UPDATE th223.inward_invoice SET status = 'CANCELLED' WHERE id = 69447 and invoice_no = 'DR0205-25A000017' and status = 'StockHidden';
DR0205-25A000018,th223,th205,UPDATE th223.inward_invoice SET status = 'CANCELLED' WHERE id = 69448 and invoice_no = 'DR0205-25A000018' and status = 'StockHidden';
PD0406-25A000548,th223,th406,UPDATE th223.inward_invoice SET status = 'CANCELLED' WHERE id = 68533 and invoice_no = 'PD0406-25A000548' and status = 'StockHidden';
PD0406-25A000532,th223,th406,UPDATE th223.inward_invoice SET status = 'CANCELLED' WHERE id = 68501 and invoice_no = 'PD0406-25A000532' and status = 'StockHidden';
P0224-25A0000376,th428,th224,UPDATE th428.inward_invoice SET status = 'CANCELLED' WHERE id = 48513 and invoice_no = 'P0224-25A0000376' and status = 'StockHidden';
PD0406-25A000758,th401,th406,UPDATE th401.inward_invoice SET status = 'CANCELLED' WHERE id = 50978 and invoice_no = 'PD0406-25A000758' and status = 'StockHidden';
PD0405-25A000390,th223,th405,UPDATE th223.inward_invoice SET status = 'CANCELLED' WHERE id = 68649 and invoice_no = 'PD0405-25A000390' and status = 'StockHidden';
U0224-25A0000018,th223,th224,UPDATE th223.inward_invoice SET status = 'CANCELLED' WHERE id = 68968 and invoice_no = 'U0224-25A0000018' and status = 'StockHidden';
PD0205-25A003113,th223,th205,UPDATE th223.inward_invoice SET status = 'CANCELLED' WHERE id = 69178 and invoice_no = 'PD0205-25A003113' and status = 'StockHidden';
P0224-25A0000374,th428,th224,UPDATE th428.inward_invoice SET status = 'CANCELLED' WHERE id = 48292 and invoice_no = 'P0224-25A0000374' and status = 'StockHidden';
PD0406-25A000538,th223,th406,UPDATE th223.inward_invoice SET status = 'CANCELLED' WHERE id = 68524 and invoice_no = 'PD0406-25A000538' and status = 'StockHidden';
PD0418-25A000069,th223,th418,UPDATE th223.inward_invoice SET status = 'CANCELLED' WHERE id = 68656 and invoice_no = 'PD0418-25A000069' and status = 'StockHidden';
DR0205-25A000004,th223,th205,UPDATE th223.inward_invoice SET status = 'CANCELLED' WHERE id = 69435 and invoice_no = 'DR0205-25A000004' and status = 'StockHidden';
P0428-25A0000535,th427,th428,UPDATE th427.inward_invoice SET status = 'CANCELLED' WHERE id = 174785 and invoice_no = 'P0428-25A0000535' and status = 'StockHidden';
DR0429-25A001174,th411,th429,UPDATE th411.inward_invoice SET status = 'CANCELLED' WHERE id = 202471 and invoice_no = 'DR0429-25A001174' and status = 'StockHidden';
DR0224-25A000149,th223,th224,UPDATE th223.inward_invoice SET status = 'CANCELLED' WHERE id = 114102 and invoice_no = 'DR0224-25A000149' and status = 'StockHidden';
P0402-25A0000149,th411,th402,UPDATE th411.inward_invoice SET status = 'CANCELLED' WHERE id = 197039 and invoice_no = 'P0402-25A0000149' and status = 'StockHidden';
DR0224-25A000142,th223,th224,UPDATE th223.inward_invoice SET status = 'CANCELLED' WHERE id = 70516 and invoice_no = 'DR0224-25A000142' and status = 'StockHidden';
PD0406-25A000628,th223,th406,UPDATE th223.inward_invoice SET status = 'CANCELLED' WHERE id = 68957 and invoice_no = 'PD0406-25A000628' and status = 'StockHidden';
U0413-25A0000010,th223,th413,UPDATE th223.inward_invoice SET status = 'CANCELLED' WHERE id = 68907 and invoice_no = 'U0413-25A0000010' and status = 'StockHidden';
PD0428-25A001349,th223,th428,UPDATE th223.inward_invoice SET status = 'CANCELLED' WHERE id = 69935 and invoice_no = 'PD0428-25A001349' and status = 'StockHidden';
PD0425-25A001902,th223,th425,UPDATE th223.inward_invoice SET status = 'CANCELLED' WHERE id = 70170 and invoice_no = 'PD0425-25A001902' and status = 'StockHidden';
PD0205-25A002887,th223,th205,UPDATE th223.inward_invoice SET status = 'CANCELLED' WHERE id = 68860 and invoice_no = 'PD0205-25A002887' and status = 'StockHidden';
PD0405-25A000318,th223,th405,UPDATE th223.inward_invoice SET status = 'CANCELLED' WHERE id = 70245 and invoice_no = 'PD0405-25A000318' and status = 'StockHidden';
DR0224-25A000045,th223,th224,UPDATE th223.inward_invoice SET status = 'CANCELLED' WHERE id = 69509 and invoice_no = 'DR0224-25A000045' and status = 'StockHidden';
DR0428-25A000028,th223,th428,UPDATE th223.inward_invoice SET status = 'CANCELLED' WHERE id = 69574 and invoice_no = 'DR0428-25A000028' and status = 'StockHidden';
U0224-25A0000071,th223,th224,UPDATE th223.inward_invoice SET status = 'CANCELLED' WHERE id = 70232 and invoice_no = 'U0224-25A0000071' and status = 'StockHidden';
DR0224-25A000013,th223,th224,UPDATE th223.inward_invoice SET status = 'CANCELLED' WHERE id = 69491 and invoice_no = 'DR0224-25A000013' and status = 'StockHidden';
U0224-25A0000061,th223,th224,UPDATE th223.inward_invoice SET status = 'CANCELLED' WHERE id = 69431 and invoice_no = 'U0224-25A0000061' and status = 'StockHidden';
PD0205-25A002886,th223,th205,UPDATE th223.inward_invoice SET status = 'CANCELLED' WHERE id = 68858 and invoice_no = 'PD0205-25A002886' and status = 'StockHidden';
U0224-25A0000028,th223,th224,UPDATE th223.inward_invoice SET status = 'CANCELLED' WHERE id = 70219 and invoice_no = 'U0224-25A0000028' and status = 'StockHidden';
PD0224-25A004807,th223,th224,UPDATE th223.inward_invoice SET status = 'CANCELLED' WHERE id = 70210 and invoice_no = 'PD0224-25A004807' and status = 'StockHidden';
P0213-25A0000044,th429,th213,UPDATE th429.inward_invoice SET status = 'CANCELLED' WHERE id = 140310 and invoice_no = 'P0213-25A0000044' and status = 'StockHidden';
PD0205-25A002872,th223,th205,UPDATE th223.inward_invoice SET status = 'CANCELLED' WHERE id = 68845 and invoice_no = 'PD0205-25A002872' and status = 'StockHidden';
DR0425-25A000040,th223,th425,UPDATE th223.inward_invoice SET status = 'CANCELLED' WHERE id = 70576 and invoice_no = 'DR0425-25A000040' and status = 'StockHidden';
PD0425-25A002029,th223,th425,UPDATE th223.inward_invoice SET status = 'CANCELLED' WHERE id = 70176 and invoice_no = 'PD0425-25A002029' and status = 'StockHidden';
U0224-25A0000029,th223,th224,UPDATE th223.inward_invoice SET status = 'CANCELLED' WHERE id = 70220 and invoice_no = 'U0224-25A0000029' and status = 'StockHidden';
DR0224-25A000108,th223,th224,UPDATE th223.inward_invoice SET status = 'CANCELLED' WHERE id = 70418 and invoice_no = 'DR0224-25A000108' and status = 'StockHidden';
DR0224-25A000059,th223,th224,UPDATE th223.inward_invoice SET status = 'CANCELLED' WHERE id = 69527 and invoice_no = 'DR0224-25A000059' and status = 'StockHidden';
PD0406-25A000626,th223,th406,UPDATE th223.inward_invoice SET status = 'CANCELLED' WHERE id = 68956 and invoice_no = 'PD0406-25A000626' and status = 'StockHidden';
PD0224-25A004449,th223,th224,UPDATE th223.inward_invoice SET status = 'CANCELLED' WHERE id = 68923 and invoice_no = 'PD0224-25A004449' and status = 'StockHidden';
P0214-25A0002998,th429,th214,UPDATE th429.inward_invoice SET status = 'CANCELLED' WHERE id = 143836 and invoice_no = 'P0214-25A0002998' and status = 'StockHidden';
P0407-25A0000076,th224,th407,UPDATE th224.inward_invoice SET status = 'CANCELLED' WHERE id = 924364 and invoice_no = 'P0407-25A0000076' and status = 'StockHidden';
DR0224-25A000033,th223,th224,UPDATE th223.inward_invoice SET status = 'CANCELLED' WHERE id = 69502 and invoice_no = 'DR0224-25A000033' and status = 'StockHidden';
PD0224-25A004806,th223,th224,UPDATE th223.inward_invoice SET status = 'CANCELLED' WHERE id = 69173 and invoice_no = 'PD0224-25A004806' and status = 'StockHidden';
DR0429-25A001120,th435,th429,UPDATE th435.inward_invoice SET status = 'CANCELLED' WHERE id = 62192 and invoice_no = 'DR0429-25A001120' and status = 'StockHidden';
PD0406-25A000736,th223,th406,UPDATE th223.inward_invoice SET status = 'CANCELLED' WHERE id = 69105 and invoice_no = 'PD0406-25A000736' and status = 'StockHidden';
DR0413-25A000959,th214,th413,UPDATE th214.inward_invoice SET status = 'CANCELLED' WHERE id = 1041326 and invoice_no = 'DR0413-25A000959' and status = 'StockHidden';
PD0406-25A000498,th401,th406,UPDATE th401.inward_invoice SET status = 'CANCELLED' WHERE id = 50136 and invoice_no = 'PD0406-25A000498' and status = 'StockHidden';
PD0406-25A000675,th223,th406,UPDATE th223.inward_invoice SET status = 'CANCELLED' WHERE id = 69053 and invoice_no = 'PD0406-25A000675' and status = 'StockHidden';
P0224-25A0000161,th223,th224,UPDATE th223.inward_invoice SET status = 'CANCELLED' WHERE id = 70515 and invoice_no = 'P0224-25A0000161' and status = 'StockHidden';
PD0224-25A004396,th223,th224,UPDATE th223.inward_invoice SET status = 'CANCELLED' WHERE id = 68767 and invoice_no = 'PD0224-25A004396' and status = 'StockHidden';
P0213-25A0000034,th429,th213,UPDATE th429.inward_invoice SET status = 'CANCELLED' WHERE id = 140300 and invoice_no = 'P0213-25A0000034' and status = 'StockHidden';
U0224-25A0000077,th223,th224,UPDATE th223.inward_invoice SET status = 'CANCELLED' WHERE id = 69526 and invoice_no = 'U0224-25A0000077' and status = 'StockHidden';
DR0411-25A000050,th402,th411,UPDATE th402.inward_invoice SET status = 'CANCELLED' WHERE id = 224109 and invoice_no = 'DR0411-25A000050' and status = 'StockHidden';
DR0224-25A000449,th407,th224,UPDATE th407.inward_invoice SET status = 'CANCELLED' WHERE id = 29102 and invoice_no = 'DR0224-25A000449' and status = 'StockHidden';
DR0224-25A000073,th223,th224,UPDATE th223.inward_invoice SET status = 'CANCELLED' WHERE id = 114004 and invoice_no = 'DR0224-25A000073' and status = 'StockHidden';
PD0406-25A000584,th223,th406,UPDATE th223.inward_invoice SET status = 'CANCELLED' WHERE id = 68821 and invoice_no = 'PD0406-25A000584' and status = 'StockHidden';
DR0205-25A000014,th223,th205,UPDATE th223.inward_invoice SET status = 'CANCELLED' WHERE id = 69445 and invoice_no = 'DR0205-25A000014' and status = 'StockHidden';
DR0224-25A000099,th223,th224,UPDATE th223.inward_invoice SET status = 'CANCELLED' WHERE id = 70402 and invoice_no = 'DR0224-25A000099' and status = 'StockHidden';
U0224-25A0000082,th223,th224,UPDATE th223.inward_invoice SET status = 'CANCELLED' WHERE id = 69539 and invoice_no = 'U0224-25A0000082' and status = 'StockHidden';
U0425-25A0000004,th223,th425,UPDATE th223.inward_invoice SET status = 'CANCELLED' WHERE id = 68657 and invoice_no = 'U0425-25A0000004' and status = 'StockHidden';
PD0425-25A001980,th223,th425,UPDATE th223.inward_invoice SET status = 'CANCELLED' WHERE id = 70172 and invoice_no = 'PD0425-25A001980' and status = 'StockHidden';
PD0205-25A002875,th223,th205,UPDATE th223.inward_invoice SET status = 'CANCELLED' WHERE id = 68847 and invoice_no = 'PD0205-25A002875' and status = 'StockHidden';
DR0411-25A000032,th402,th411,UPDATE th402.inward_invoice SET status = 'CANCELLED' WHERE id = 220303 and invoice_no = 'DR0411-25A000032' and status = 'StockHidden';
U0224-25A0000037,th223,th224,UPDATE th223.inward_invoice SET status = 'CANCELLED' WHERE id = 69083 and invoice_no = 'U0224-25A0000037' and status = 'StockHidden';
PD0205-25A002477,th223,th205,UPDATE th223.inward_invoice SET status = 'CANCELLED' WHERE id = 68500 and invoice_no = 'PD0205-25A002477' and status = 'StockHidden';
PD0205-25A003108,th223,th205,UPDATE th223.inward_invoice SET status = 'CANCELLED' WHERE id = 69174 and invoice_no = 'PD0205-25A003108' and status = 'StockHidden';
PD0405-25A000344,th223,th405,UPDATE th223.inward_invoice SET status = 'CANCELLED' WHERE id = 68583 and invoice_no = 'PD0405-25A000344' and status = 'StockHidden';
PD0224-25A004392,th223,th224,UPDATE th223.inward_invoice SET status = 'CANCELLED' WHERE id = 68765 and invoice_no = 'PD0224-25A004392' and status = 'StockHidden';
DR0410-25A000021,th411,th410,UPDATE th411.inward_invoice SET status = 'CANCELLED' WHERE id = 203025 and invoice_no = 'DR0410-25A000021' and status = 'StockHidden';
DR0214-25A002998,th429,th214,UPDATE th429.inward_invoice SET status = 'CANCELLED' WHERE id = 139081 and invoice_no = 'DR0214-25A002998' and status = 'StockHidden';
U0425-25A0000002,th223,th425,UPDATE th223.inward_invoice SET status = 'CANCELLED' WHERE id = 70180 and invoice_no = 'U0425-25A0000002' and status = 'StockHidden';
DR0224-25A000006,th223,th224,UPDATE th223.inward_invoice SET status = 'CANCELLED' WHERE id = 69430 and invoice_no = 'DR0224-25A000006' and status = 'StockHidden';
PD0406-25A000496,th214,th406,UPDATE th214.inward_invoice SET status = 'CANCELLED' WHERE id = 1024410 and invoice_no = 'PD0406-25A000496' and status = 'StockHidden';
PD0205-25A003117,th223,th205,UPDATE th223.inward_invoice SET status = 'CANCELLED' WHERE id = 69181 and invoice_no = 'PD0205-25A003117' and status = 'StockHidden';
P0428-25A0000540,th427,th428,UPDATE th427.inward_invoice SET status = 'CANCELLED' WHERE id = 174926 and invoice_no = 'P0428-25A0000540' and status = 'StockHidden';
PD0405-25A000343,th223,th405,UPDATE th223.inward_invoice SET status = 'CANCELLED' WHERE id = 68582 and invoice_no = 'PD0405-25A000343' and status = 'StockHidden';
PD0405-25A000418,th223,th405,UPDATE th223.inward_invoice SET status = 'CANCELLED' WHERE id = 68836 and invoice_no = 'PD0405-25A000418' and status = 'StockHidden';
PD0406-25A000512,th223,th406,UPDATE th223.inward_invoice SET status = 'CANCELLED' WHERE id = 68473 and invoice_no = 'PD0406-25A000512' and status = 'StockHidden';
PD0406-25A000655,th223,th406,UPDATE th223.inward_invoice SET status = 'CANCELLED' WHERE id = 68998 and invoice_no = 'PD0406-25A000655' and status = 'StockHidden';
PD0205-25A002769,th223,th205,UPDATE th223.inward_invoice SET status = 'CANCELLED' WHERE id = 68642 and invoice_no = 'PD0205-25A002769' and status = 'StockHidden';
PD0405-25A000419,th223,th405,UPDATE th223.inward_invoice SET status = 'CANCELLED' WHERE id = 68837 and invoice_no = 'PD0405-25A000419' and status = 'StockHidden';
PD0224-25A004803,th223,th224,UPDATE th223.inward_invoice SET status = 'CANCELLED' WHERE id = 69168 and invoice_no = 'PD0224-25A004803' and status = 'StockHidden';
PD0205-25A002766,th223,th205,UPDATE th223.inward_invoice SET status = 'CANCELLED' WHERE id = 68640 and invoice_no = 'PD0205-25A002766' and status = 'StockHidden';
PD0406-25A000618,th214,th406,UPDATE th214.inward_invoice SET status = 'CANCELLED' WHERE id = 1028147 and invoice_no = 'PD0406-25A000618' and status = 'StockHidden';
