source_debit_note_number,source_tenant,dest_tenant,updateInvoiceDetailsQuery,updateUnifiedVendorQuery,deletePurchaseIssueInvoiceQuery
P0413-25A0000203,th413,th214,"UPDATE th413.purchase_issue SET updated_on = NOW(), invoice_id = NULL, invoice_no = NULL, invoice_tenant = NULL WHERE id = 43422 AND invoice_id = 23673 AND invoice_no = 'T0214-25A0004178';","UPDATE unified_vendor_returnable_item SET quantity = 0, updated_on = NOW(), status = 'CANCELLED' WHERE reference_id = 43422 AND reference_type = 'PURCHASE_RETURN' AND partner_detail_id = 3449 AND tenant = 'th413';",DELETE FROM th413.purchase_issue_invoice WHERE purchase_issue_id = 43422 AND invoice_id = 23673 AND invoice_no = 'T0214-25A0004178';
P0413-25A0000203,th413,th214,"UPDATE th413.purchase_issue SET updated_on = NOW(), invoice_id = NULL, invoice_no = NULL, invoice_tenant = NULL WHERE id = 43466 AND invoice_id = 9182 AND invoice_no = 'MU214/23/A000382';","UPDATE unified_vendor_returnable_item SET quantity = 0, updated_on = NOW(), status = 'CANCELLED' WHERE reference_id = 43466 AND reference_type = 'PURCHASE_RETURN' AND partner_detail_id = 3449 AND tenant = 'th413';",DELETE FROM th413.purchase_issue_invoice WHERE purchase_issue_id = 43466 AND invoice_id = 9182 AND invoice_no = 'MU214/23/A000382';
P0413-25A0000203,th413,th214,"UPDATE th413.purchase_issue SET updated_on = NOW(), invoice_id = NULL, invoice_no = NULL, invoice_tenant = NULL WHERE id = 43477 AND invoice_id = 6148 AND invoice_no = 'MU214/23/A000368';","UPDATE unified_vendor_returnable_item SET quantity = 0, updated_on = NOW(), status = 'CANCELLED' WHERE reference_id = 43477 AND reference_type = 'PURCHASE_RETURN' AND partner_detail_id = 3449 AND tenant = 'th413';",DELETE FROM th413.purchase_issue_invoice WHERE purchase_issue_id = 43477 AND invoice_id = 6148 AND invoice_no = 'MU214/23/A000368';
P0413-25A0000203,th413,th214,"UPDATE th413.purchase_issue SET updated_on = NOW(), invoice_id = NULL, invoice_no = NULL, invoice_tenant = NULL WHERE id = 43483 AND invoice_id = 23737 AND invoice_no = 'T0214-25A0004339';","UPDATE unified_vendor_returnable_item SET quantity = 0, updated_on = NOW(), status = 'CANCELLED' WHERE reference_id = 43483 AND reference_type = 'PURCHASE_RETURN' AND partner_detail_id = 3449 AND tenant = 'th413';",DELETE FROM th413.purchase_issue_invoice WHERE purchase_issue_id = 43483 AND invoice_id = 23737 AND invoice_no = 'T0214-25A0004339';
P0413-25A0000203,th413,th214,"UPDATE th413.purchase_issue SET updated_on = NOW(), invoice_id = NULL, invoice_no = NULL, invoice_tenant = NULL WHERE id = 43507 AND invoice_id = 3809 AND invoice_no = 'AR22-22-7935';","UPDATE unified_vendor_returnable_item SET quantity = 0, updated_on = NOW(), status = 'CANCELLED' WHERE reference_id = 43507 AND reference_type = 'PURCHASE_RETURN' AND partner_detail_id = 3449 AND tenant = 'th413';",DELETE FROM th413.purchase_issue_invoice WHERE purchase_issue_id = 43507 AND invoice_id = 3809 AND invoice_no = 'AR22-22-7935';
P0413-25A0000202,th413,th214,"UPDATE th413.purchase_issue SET updated_on = NOW(), invoice_id = NULL, invoice_no = NULL, invoice_tenant = NULL WHERE id = 43373 AND invoice_id = 23877 AND invoice_no = 'T0214-25A0004870';","UPDATE unified_vendor_returnable_item SET quantity = 0, updated_on = NOW(), status = 'CANCELLED' WHERE reference_id = 43373 AND reference_type = 'PURCHASE_RETURN' AND partner_detail_id = 3449 AND tenant = 'th413';",DELETE FROM th413.purchase_issue_invoice WHERE purchase_issue_id = 43373 AND invoice_id = 23877 AND invoice_no = 'T0214-25A0004870';
P0425-25A0000048,th425,th205,"UPDATE th425.purchase_issue SET updated_on = NOW(), invoice_id = NULL, invoice_no = NULL, invoice_tenant = NULL WHERE id = 186923 AND invoice_id = 6136 AND invoice_no = 'U0205-23A0002041';","UPDATE unified_vendor_returnable_item SET quantity = 0, updated_on = NOW(), status = 'CANCELLED' WHERE reference_id = 186923 AND reference_type = 'PURCHASE_RETURN' AND partner_detail_id = 6880 AND tenant = 'th425';",DELETE FROM th425.purchase_issue_invoice WHERE purchase_issue_id = 186923 AND invoice_id = 6136 AND invoice_no = 'U0205-23A0002041';
P0425-25A0000048,th425,th205,"UPDATE th425.purchase_issue SET updated_on = NOW(), invoice_id = NULL, invoice_no = NULL, invoice_tenant = NULL WHERE id = 193302 AND invoice_id = 3480 AND invoice_no = 'A0205-23A0000111';","UPDATE unified_vendor_returnable_item SET quantity = 0, updated_on = NOW(), status = 'CANCELLED' WHERE reference_id = 193302 AND reference_type = 'PURCHASE_RETURN' AND partner_detail_id = 6880 AND tenant = 'th425';",DELETE FROM th425.purchase_issue_invoice WHERE purchase_issue_id = 193302 AND invoice_id = 3480 AND invoice_no = 'A0205-23A0000111';
P0417-25A0000030,th417,th214,"UPDATE th417.purchase_issue SET updated_on = NOW(), invoice_id = NULL, invoice_no = NULL, invoice_tenant = NULL WHERE id = 23396 AND invoice_id = 5066 AND invoice_no = 'AR22-23-1431';","UPDATE unified_vendor_returnable_item SET quantity = 0, updated_on = NOW(), status = 'CANCELLED' WHERE reference_id = 23396 AND reference_type = 'PURCHASE_RETURN' AND partner_detail_id = 3449 AND tenant = 'th417';",DELETE FROM th417.purchase_issue_invoice WHERE purchase_issue_id = 23396 AND invoice_id = 5066 AND invoice_no = 'AR22-23-1431';
P0417-25A0000030,th417,th214,"UPDATE th417.purchase_issue SET updated_on = NOW(), invoice_id = NULL, invoice_no = NULL, invoice_tenant = NULL WHERE id = 23417 AND invoice_id = 6135 AND invoice_no = 'MU214/23/A000303';","UPDATE unified_vendor_returnable_item SET quantity = 0, updated_on = NOW(), status = 'CANCELLED' WHERE reference_id = 23417 AND reference_type = 'PURCHASE_RETURN' AND partner_detail_id = 3449 AND tenant = 'th417';",DELETE FROM th417.purchase_issue_invoice WHERE purchase_issue_id = 23417 AND invoice_id = 6135 AND invoice_no = 'MU214/23/A000303';
P0417-25A0000030,th417,th214,"UPDATE th417.purchase_issue SET updated_on = NOW(), invoice_id = NULL, invoice_no = NULL, invoice_tenant = NULL WHERE id = 23422 AND invoice_id = 5066 AND invoice_no = 'AR22-23-1431';","UPDATE unified_vendor_returnable_item SET quantity = 0, updated_on = NOW(), status = 'CANCELLED' WHERE reference_id = 23422 AND reference_type = 'PURCHASE_RETURN' AND partner_detail_id = 3449 AND tenant = 'th417';",DELETE FROM th417.purchase_issue_invoice WHERE purchase_issue_id = 23422 AND invoice_id = 5066 AND invoice_no = 'AR22-23-1431';
P0417-25A0000030,th417,th214,"UPDATE th417.purchase_issue SET updated_on = NOW(), invoice_id = NULL, invoice_no = NULL, invoice_tenant = NULL WHERE id = 23961 AND invoice_id = 5011 AND invoice_no = 'AR22-22-8000';","UPDATE unified_vendor_returnable_item SET quantity = 0, updated_on = NOW(), status = 'CANCELLED' WHERE reference_id = 23961 AND reference_type = 'PURCHASE_RETURN' AND partner_detail_id = 3449 AND tenant = 'th417';",DELETE FROM th417.purchase_issue_invoice WHERE purchase_issue_id = 23961 AND invoice_id = 5011 AND invoice_no = 'AR22-22-8000';
P0417-25A0000030,th417,th214,"UPDATE th417.purchase_issue SET updated_on = NOW(), invoice_id = NULL, invoice_no = NULL, invoice_tenant = NULL WHERE id = 23976 AND invoice_id = 5082 AND invoice_no = 'AR22-23-1682';","UPDATE unified_vendor_returnable_item SET quantity = 0, updated_on = NOW(), status = 'CANCELLED' WHERE reference_id = 23976 AND reference_type = 'PURCHASE_RETURN' AND partner_detail_id = 3449 AND tenant = 'th417';",DELETE FROM th417.purchase_issue_invoice WHERE purchase_issue_id = 23976 AND invoice_id = 5082 AND invoice_no = 'AR22-23-1682';
P0417-25A0000030,th417,th214,"UPDATE th417.purchase_issue SET updated_on = NOW(), invoice_id = NULL, invoice_no = NULL, invoice_tenant = NULL WHERE id = 24002 AND invoice_id = 5143 AND invoice_no = 'AR22-23-778';","UPDATE unified_vendor_returnable_item SET quantity = 0, updated_on = NOW(), status = 'CANCELLED' WHERE reference_id = 24002 AND reference_type = 'PURCHASE_RETURN' AND partner_detail_id = 3449 AND tenant = 'th417';",DELETE FROM th417.purchase_issue_invoice WHERE purchase_issue_id = 24002 AND invoice_id = 5143 AND invoice_no = 'AR22-23-778';
P0417-25A0000030,th417,th214,"UPDATE th417.purchase_issue SET updated_on = NOW(), invoice_id = NULL, invoice_no = NULL, invoice_tenant = NULL WHERE id = 24003 AND invoice_id = 5143 AND invoice_no = 'AR22-23-778';","UPDATE unified_vendor_returnable_item SET quantity = 0, updated_on = NOW(), status = 'CANCELLED' WHERE reference_id = 24003 AND reference_type = 'PURCHASE_RETURN' AND partner_detail_id = 3449 AND tenant = 'th417';",DELETE FROM th417.purchase_issue_invoice WHERE purchase_issue_id = 24003 AND invoice_id = 5143 AND invoice_no = 'AR22-23-778';
P0417-25A0000030,th417,th214,"UPDATE th417.purchase_issue SET updated_on = NOW(), invoice_id = NULL, invoice_no = NULL, invoice_tenant = NULL WHERE id = 24005 AND invoice_id = 18128 AND invoice_no = 'AR22-23-1886';","UPDATE unified_vendor_returnable_item SET quantity = 0, updated_on = NOW(), status = 'CANCELLED' WHERE reference_id = 24005 AND reference_type = 'PURCHASE_RETURN' AND partner_detail_id = 3449 AND tenant = 'th417';",DELETE FROM th417.purchase_issue_invoice WHERE purchase_issue_id = 24005 AND invoice_id = 18128 AND invoice_no = 'AR22-23-1886';
P0417-25A0000030,th417,th214,"UPDATE th417.purchase_issue SET updated_on = NOW(), invoice_id = NULL, invoice_no = NULL, invoice_tenant = NULL WHERE id = 24016 AND invoice_id = 5067 AND invoice_no = 'AR22-23-1437';","UPDATE unified_vendor_returnable_item SET quantity = 0, updated_on = NOW(), status = 'CANCELLED' WHERE reference_id = 24016 AND reference_type = 'PURCHASE_RETURN' AND partner_detail_id = 3449 AND tenant = 'th417';",DELETE FROM th417.purchase_issue_invoice WHERE purchase_issue_id = 24016 AND invoice_id = 5067 AND invoice_no = 'AR22-23-1437';
P0417-25A0000030,th417,th214,"UPDATE th417.purchase_issue SET updated_on = NOW(), invoice_id = NULL, invoice_no = NULL, invoice_tenant = NULL WHERE id = 24022 AND invoice_id = 6334 AND invoice_no = 'MU214/23/A000214';","UPDATE unified_vendor_returnable_item SET quantity = 0, updated_on = NOW(), status = 'CANCELLED' WHERE reference_id = 24022 AND reference_type = 'PURCHASE_RETURN' AND partner_detail_id = 3449 AND tenant = 'th417';",DELETE FROM th417.purchase_issue_invoice WHERE purchase_issue_id = 24022 AND invoice_id = 6334 AND invoice_no = 'MU214/23/A000214';
P0417-25A0000030,th417,th214,"UPDATE th417.purchase_issue SET updated_on = NOW(), invoice_id = NULL, invoice_no = NULL, invoice_tenant = NULL WHERE id = 24269 AND invoice_id = 5075 AND invoice_no = 'AR22-23-1553';","UPDATE unified_vendor_returnable_item SET quantity = 0, updated_on = NOW(), status = 'CANCELLED' WHERE reference_id = 24269 AND reference_type = 'PURCHASE_RETURN' AND partner_detail_id = 3449 AND tenant = 'th417';",DELETE FROM th417.purchase_issue_invoice WHERE purchase_issue_id = 24269 AND invoice_id = 5075 AND invoice_no = 'AR22-23-1553';
P0417-25A0000035,th417,th214,"UPDATE th417.purchase_issue SET updated_on = NOW(), invoice_id = NULL, invoice_no = NULL, invoice_tenant = NULL WHERE id = 24060 AND invoice_id = 23807 AND invoice_no = 'T0214-25A0004625';","UPDATE unified_vendor_returnable_item SET quantity = 0, updated_on = NOW(), status = 'CANCELLED' WHERE reference_id = 24060 AND reference_type = 'PURCHASE_RETURN' AND partner_detail_id = 3449 AND tenant = 'th417';",DELETE FROM th417.purchase_issue_invoice WHERE purchase_issue_id = 24060 AND invoice_id = 23807 AND invoice_no = 'T0214-25A0004625';
P0413-25A0000188,th413,th214,"UPDATE th413.purchase_issue SET updated_on = NOW(), invoice_id = NULL, invoice_no = NULL, invoice_tenant = NULL WHERE id = 43173 AND invoice_id = 24797 AND invoice_no = 'T0214-25A0007211';","UPDATE unified_vendor_returnable_item SET quantity = 0, updated_on = NOW(), status = 'CANCELLED' WHERE reference_id = 43173 AND reference_type = 'PURCHASE_RETURN' AND partner_detail_id = 3449 AND tenant = 'th413';",DELETE FROM th413.purchase_issue_invoice WHERE purchase_issue_id = 43173 AND invoice_id = 24797 AND invoice_no = 'T0214-25A0007211';
P0413-25A0000188,th413,th214,"UPDATE th413.purchase_issue SET updated_on = NOW(), invoice_id = NULL, invoice_no = NULL, invoice_tenant = NULL WHERE id = 43175 AND invoice_id = 23835 AND invoice_no = 'T0214-25A0004792';","UPDATE unified_vendor_returnable_item SET quantity = 0, updated_on = NOW(), status = 'CANCELLED' WHERE reference_id = 43175 AND reference_type = 'PURCHASE_RETURN' AND partner_detail_id = 3449 AND tenant = 'th413';",DELETE FROM th413.purchase_issue_invoice WHERE purchase_issue_id = 43175 AND invoice_id = 23835 AND invoice_no = 'T0214-25A0004792';
P0413-25A0000183,th413,th214,"UPDATE th413.purchase_issue SET updated_on = NOW(), invoice_id = NULL, invoice_no = NULL, invoice_tenant = NULL WHERE id = 42881 AND invoice_id = 23860 AND invoice_no = 'T0214-25A0004825';","UPDATE unified_vendor_returnable_item SET quantity = 0, updated_on = NOW(), status = 'CANCELLED' WHERE reference_id = 42881 AND reference_type = 'PURCHASE_RETURN' AND partner_detail_id = 3449 AND tenant = 'th413';",DELETE FROM th413.purchase_issue_invoice WHERE purchase_issue_id = 42881 AND invoice_id = 23860 AND invoice_no = 'T0214-25A0004825';
P0413-25A0000162,th413,th214,"UPDATE th413.purchase_issue SET updated_on = NOW(), invoice_id = NULL, invoice_no = NULL, invoice_tenant = NULL WHERE id = 42798 AND invoice_id = 6135 AND invoice_no = 'MU214/23/A000303';","UPDATE unified_vendor_returnable_item SET quantity = 0, updated_on = NOW(), status = 'CANCELLED' WHERE reference_id = 42798 AND reference_type = 'PURCHASE_RETURN' AND partner_detail_id = 3449 AND tenant = 'th413';",DELETE FROM th413.purchase_issue_invoice WHERE purchase_issue_id = 42798 AND invoice_id = 6135 AND invoice_no = 'MU214/23/A000303';
P0413-25A0000162,th413,th214,"UPDATE th413.purchase_issue SET updated_on = NOW(), invoice_id = NULL, invoice_no = NULL, invoice_tenant = NULL WHERE id = 42810 AND invoice_id = 23669 AND invoice_no = 'T0214-25A0004171';","UPDATE unified_vendor_returnable_item SET quantity = 0, updated_on = NOW(), status = 'CANCELLED' WHERE reference_id = 42810 AND reference_type = 'PURCHASE_RETURN' AND partner_detail_id = 3449 AND tenant = 'th413';",DELETE FROM th413.purchase_issue_invoice WHERE purchase_issue_id = 42810 AND invoice_id = 23669 AND invoice_no = 'T0214-25A0004171';
P0413-25A0000158,th413,th214,"UPDATE th413.purchase_issue SET updated_on = NOW(), invoice_id = NULL, invoice_no = NULL, invoice_tenant = NULL WHERE id = 42559 AND invoice_id = 6146 AND invoice_no = 'MU214/23/A000358';","UPDATE unified_vendor_returnable_item SET quantity = 0, updated_on = NOW(), status = 'CANCELLED' WHERE reference_id = 42559 AND reference_type = 'PURCHASE_RETURN' AND partner_detail_id = 3449 AND tenant = 'th413';",DELETE FROM th413.purchase_issue_invoice WHERE purchase_issue_id = 42559 AND invoice_id = 6146 AND invoice_no = 'MU214/23/A000358';
P0413-25A0000158,th413,th214,"UPDATE th413.purchase_issue SET updated_on = NOW(), invoice_id = NULL, invoice_no = NULL, invoice_tenant = NULL WHERE id = 42785 AND invoice_id = 23881 AND invoice_no = 'T0214-25A0004888';","UPDATE unified_vendor_returnable_item SET quantity = 0, updated_on = NOW(), status = 'CANCELLED' WHERE reference_id = 42785 AND reference_type = 'PURCHASE_RETURN' AND partner_detail_id = 3449 AND tenant = 'th413';",DELETE FROM th413.purchase_issue_invoice WHERE purchase_issue_id = 42785 AND invoice_id = 23881 AND invoice_no = 'T0214-25A0004888';
P0417-25A0000026,th417,th214,"UPDATE th417.purchase_issue SET updated_on = NOW(), invoice_id = NULL, invoice_no = NULL, invoice_tenant = NULL WHERE id = 23361 AND invoice_id = 23130 AND invoice_no = 'T0214-25A0003200';","UPDATE unified_vendor_returnable_item SET quantity = 0, updated_on = NOW(), status = 'CANCELLED' WHERE reference_id = 23361 AND reference_type = 'PURCHASE_RETURN' AND partner_detail_id = 3449 AND tenant = 'th417';",DELETE FROM th417.purchase_issue_invoice WHERE purchase_issue_id = 23361 AND invoice_id = 23130 AND invoice_no = 'T0214-25A0003200';
P0417-25A0000026,th417,th214,"UPDATE th417.purchase_issue SET updated_on = NOW(), invoice_id = NULL, invoice_no = NULL, invoice_tenant = NULL WHERE id = 23363 AND invoice_id = 38487 AND invoice_no = 'T0214-25A0004457';","UPDATE unified_vendor_returnable_item SET quantity = 0, updated_on = NOW(), status = 'CANCELLED' WHERE reference_id = 23363 AND reference_type = 'PURCHASE_RETURN' AND partner_detail_id = 3449 AND tenant = 'th417';",DELETE FROM th417.purchase_issue_invoice WHERE purchase_issue_id = 23363 AND invoice_id = 38487 AND invoice_no = 'T0214-25A0004457';
P0417-25A0000026,th417,th214,"UPDATE th417.purchase_issue SET updated_on = NOW(), invoice_id = NULL, invoice_no = NULL, invoice_tenant = NULL WHERE id = 23369 AND invoice_id = 25022 AND invoice_no = 'T0214-25A0007730';","UPDATE unified_vendor_returnable_item SET quantity = 0, updated_on = NOW(), status = 'CANCELLED' WHERE reference_id = 23369 AND reference_type = 'PURCHASE_RETURN' AND partner_detail_id = 3449 AND tenant = 'th417';",DELETE FROM th417.purchase_issue_invoice WHERE purchase_issue_id = 23369 AND invoice_id = 25022 AND invoice_no = 'T0214-25A0007730';
DR0411-25A000015,th411,th403,"UPDATE th411.purchase_issue SET updated_on = NOW(), invoice_id = NULL, invoice_no = NULL, invoice_tenant = NULL WHERE id = 161351 AND invoice_id = 173395 AND invoice_no = '42157-SR';","UPDATE unified_vendor_returnable_item SET quantity = 0, updated_on = NOW(), status = 'CANCELLED' WHERE reference_id = 161351 AND reference_type = 'PURCHASE_RETURN' AND partner_detail_id = 37879 AND tenant = 'th411';",DELETE FROM th411.purchase_issue_invoice WHERE purchase_issue_id = 161351 AND invoice_id = 173395 AND invoice_no = '42157-SR';
DR0411-25A000015,th411,th403,"UPDATE th411.purchase_issue SET updated_on = NOW(), invoice_id = NULL, invoice_no = NULL, invoice_tenant = NULL WHERE id = 161418 AND invoice_id = 159659 AND invoice_no = '6253023861';","UPDATE unified_vendor_returnable_item SET quantity = 0, updated_on = NOW(), status = 'CANCELLED' WHERE reference_id = 161418 AND reference_type = 'PURCHASE_RETURN' AND partner_detail_id = 37879 AND tenant = 'th411';",DELETE FROM th411.purchase_issue_invoice WHERE purchase_issue_id = 161418 AND invoice_id = 159659 AND invoice_no = '6253023861';
DR0411-25A000015,th411,th403,"UPDATE th411.purchase_issue SET updated_on = NOW(), invoice_id = NULL, invoice_no = NULL, invoice_tenant = NULL WHERE id = 161426 AND invoice_id = 161898 AND invoice_no = '706/24/S/15491';","UPDATE unified_vendor_returnable_item SET quantity = 0, updated_on = NOW(), status = 'CANCELLED' WHERE reference_id = 161426 AND reference_type = 'PURCHASE_RETURN' AND partner_detail_id = 37879 AND tenant = 'th411';",DELETE FROM th411.purchase_issue_invoice WHERE purchase_issue_id = 161426 AND invoice_id = 161898 AND invoice_no = '706/24/S/15491';
DR0411-25A000015,th411,th403,"UPDATE th411.purchase_issue SET updated_on = NOW(), invoice_id = NULL, invoice_no = NULL, invoice_tenant = NULL WHERE id = 161427 AND invoice_id = 157291 AND invoice_no = 'A0400-24A0002830';","UPDATE unified_vendor_returnable_item SET quantity = 0, updated_on = NOW(), status = 'CANCELLED' WHERE reference_id = 161427 AND reference_type = 'PURCHASE_RETURN' AND partner_detail_id = 37879 AND tenant = 'th411';",DELETE FROM th411.purchase_issue_invoice WHERE purchase_issue_id = 161427 AND invoice_id = 157291 AND invoice_no = 'A0400-24A0002830';
DR0411-25A000015,th411,th403,"UPDATE th411.purchase_issue SET updated_on = NOW(), invoice_id = NULL, invoice_no = NULL, invoice_tenant = NULL WHERE id = 161428 AND invoice_id = 171841 AND invoice_no = '41590-SR';","UPDATE unified_vendor_returnable_item SET quantity = 0, updated_on = NOW(), status = 'CANCELLED' WHERE reference_id = 161428 AND reference_type = 'PURCHASE_RETURN' AND partner_detail_id = 37879 AND tenant = 'th411';",DELETE FROM th411.purchase_issue_invoice WHERE purchase_issue_id = 161428 AND invoice_id = 171841 AND invoice_no = '41590-SR';
DR0411-25A000015,th411,th403,"UPDATE th411.purchase_issue SET updated_on = NOW(), invoice_id = NULL, invoice_no = NULL, invoice_tenant = NULL WHERE id = 167592 AND invoice_id = 115775 AND invoice_no = 'SP61';","UPDATE unified_vendor_returnable_item SET quantity = 0, updated_on = NOW(), status = 'CANCELLED' WHERE reference_id = 167592 AND reference_type = 'PURCHASE_RETURN' AND partner_detail_id = 37879 AND tenant = 'th411';",DELETE FROM th411.purchase_issue_invoice WHERE purchase_issue_id = 167592 AND invoice_id = 115775 AND invoice_no = 'SP61';
P0413-25A0000130,th413,th214,"UPDATE th413.purchase_issue SET updated_on = NOW(), invoice_id = NULL, invoice_no = NULL, invoice_tenant = NULL WHERE id = 41851 AND invoice_id = 6134 AND invoice_no = 'MU214/23/A000297';","UPDATE unified_vendor_returnable_item SET quantity = 0, updated_on = NOW(), status = 'CANCELLED' WHERE reference_id = 41851 AND reference_type = 'PURCHASE_RETURN' AND partner_detail_id = 3449 AND tenant = 'th413';",DELETE FROM th413.purchase_issue_invoice WHERE purchase_issue_id = 41851 AND invoice_id = 6134 AND invoice_no = 'MU214/23/A000297';
PD0214-25A006284,th214,th413,"UPDATE th214.purchase_issue SET updated_on = NOW(), invoice_id = NULL, invoice_no = NULL, invoice_tenant = NULL WHERE id = 650415 AND invoice_id = 1002507 AND invoice_no = 'T0213-25A0001174';","UPDATE unified_vendor_returnable_item SET quantity = 0, updated_on = NOW(), status = 'CANCELLED' WHERE reference_id = 650415 AND reference_type = 'PURCHASE_RETURN' AND partner_detail_id = 37894 AND tenant = 'th214';",DELETE FROM th214.purchase_issue_invoice WHERE purchase_issue_id = 650415 AND invoice_id = 1002507 AND invoice_no = 'T0213-25A0001174';
PD0214-25A006284,th214,th413,"UPDATE th214.purchase_issue SET updated_on = NOW(), invoice_id = NULL, invoice_no = NULL, invoice_tenant = NULL WHERE id = 650987 AND invoice_id = 906129 AND invoice_no = 'MH0200039143';","UPDATE unified_vendor_returnable_item SET quantity = 0, updated_on = NOW(), status = 'CANCELLED' WHERE reference_id = 650987 AND reference_type = 'PURCHASE_RETURN' AND partner_detail_id = 37894 AND tenant = 'th214';",DELETE FROM th214.purchase_issue_invoice WHERE purchase_issue_id = 650987 AND invoice_id = 906129 AND invoice_no = 'MH0200039143';
U0224-25A0000025,th224,th427,"UPDATE th224.purchase_issue SET updated_on = NOW(), invoice_id = NULL, invoice_no = NULL, invoice_tenant = NULL WHERE id = 746922 AND invoice_id = 836380 AND invoice_no = 'T0223-25A0001928';","UPDATE unified_vendor_returnable_item SET quantity = 0, updated_on = NOW(), status = 'CANCELLED' WHERE reference_id = 746922 AND reference_type = 'PURCHASE_RETURN' AND partner_detail_id = 60526 AND tenant = 'th224';",DELETE FROM th224.purchase_issue_invoice WHERE purchase_issue_id = 746922 AND invoice_id = 836380 AND invoice_no = 'T0223-25A0001928';
PD0418-25A000063,th418,th214,"UPDATE th418.purchase_issue SET updated_on = NOW(), invoice_id = NULL, invoice_no = NULL, invoice_tenant = NULL WHERE id = 16635 AND invoice_id = 5130 AND invoice_no = 'AR22-23-556';","UPDATE unified_vendor_returnable_item SET quantity = 0, updated_on = NOW(), status = 'CANCELLED' WHERE reference_id = 16635 AND reference_type = 'PURCHASE_RETURN' AND partner_detail_id = 3449 AND tenant = 'th418';",DELETE FROM th418.purchase_issue_invoice WHERE purchase_issue_id = 16635 AND invoice_id = 5130 AND invoice_no = 'AR22-23-556';
DR0428-25A000284,th428,th224,"UPDATE th428.purchase_issue SET updated_on = NOW(), invoice_id = NULL, invoice_no = NULL, invoice_tenant = NULL WHERE id = 40705 AND invoice_id = 34479 AND invoice_no = 'PD0428-24A003906';","UPDATE unified_vendor_returnable_item SET quantity = 0, updated_on = NOW(), status = 'CANCELLED' WHERE reference_id = 40705 AND reference_type = 'PURCHASE_RETURN' AND partner_detail_id = 3440 AND tenant = 'th428';",DELETE FROM th428.purchase_issue_invoice WHERE purchase_issue_id = 40705 AND invoice_id = 34479 AND invoice_no = 'PD0428-24A003906';
